b_number,cog_letter,name,gene_product,go_class,go_term,cog_class,cog_category
b0968,C,yccx,acylphosphatase,function,hydrolase activity,Metabolism,Energy production and conversion
b0968,C,yccx,acylphosphatase,function,acylphosphatase activity,Metabolism,Energy production and conversion
b1029,No Annotation,ycdu,uncharacterized protein YcdU,process,No Ontology,No Annotation,No Annotation
b1029,No Annotation,ycdu,uncharacterized protein YcdU,component,plasma membrane,No Annotation,No Annotation
b1029,No Annotation,ycdu,uncharacterized protein YcdU,component,integral component of membrane,No Annotation,No Annotation
b1029,No Annotation,ycdu,uncharacterized protein YcdU,component,membrane,No Annotation,No Annotation
b1029,No Annotation,ycdu,uncharacterized protein YcdU,function,No Ontology,No Annotation,No Annotation
b1034,E,ycdx,zinc-binding phosphatase YcdX,process,dephosphorylation,Metabolism,Amino acid transport and metabolism
b1034,E,ycdx,zinc-binding phosphatase YcdX,process,bacterial-type flagellum-dependent swarming motility,Metabolism,Amino acid transport and metabolism
b1034,E,ycdx,zinc-binding phosphatase YcdX,component,cytosol,Metabolism,Amino acid transport and metabolism
b1034,E,ycdx,zinc-binding phosphatase YcdX,function,phosphatase activity,Metabolism,Amino acid transport and metabolism
b1034,E,ycdx,zinc-binding phosphatase YcdX,function,identical protein binding,Metabolism,Amino acid transport and metabolism
b1034,E,ycdx,zinc-binding phosphatase YcdX,function,hydrolase activity,Metabolism,Amino acid transport and metabolism
b1034,E,ycdx,zinc-binding phosphatase YcdX,function,catalytic activity,Metabolism,Amino acid transport and metabolism
b1034,E,ycdx,zinc-binding phosphatase YcdX,function,metal ion binding,Metabolism,Amino acid transport and metabolism
b1034,E,ycdx,zinc-binding phosphatase YcdX,function,protein binding,Metabolism,Amino acid transport and metabolism
b1034,E,ycdx,zinc-binding phosphatase YcdX,function,phosphoric ester hydrolase activity,Metabolism,Amino acid transport and metabolism
b1034,E,ycdx,zinc-binding phosphatase YcdX,function,zinc ion binding,Metabolism,Amino acid transport and metabolism
b1035,R,ycdy,chaperone protein YcdY,process,cellular response to DNA damage stimulus,Poorly Characterized,General function prediction only
b1035,R,ycdy,chaperone protein YcdY,process,bacterial-type flagellum-dependent swarming motility,Poorly Characterized,General function prediction only
b1035,R,ycdy,chaperone protein YcdY,component,cytosol,Poorly Characterized,General function prediction only
b1035,R,ycdy,chaperone protein YcdY,function,protein binding,Poorly Characterized,General function prediction only
b1036,No Annotation,ycdz,inner membrane protein YcdZ,process,No Ontology,No Annotation,No Annotation
b1036,No Annotation,ycdz,inner membrane protein YcdZ,component,plasma membrane,No Annotation,No Annotation
b1036,No Annotation,ycdz,inner membrane protein YcdZ,component,integral component of membrane,No Annotation,No Annotation
b1036,No Annotation,ycdz,inner membrane protein YcdZ,component,membrane,No Annotation,No Annotation
b1036,No Annotation,ycdz,inner membrane protein YcdZ,function,No Ontology,No Annotation,No Annotation
b1063,No Annotation,yceb,putative lipid-binding lipoprotein YceB,process,No Ontology,No Annotation,No Annotation
b1063,No Annotation,yceb,putative lipid-binding lipoprotein YceB,component,plasma membrane,No Annotation,No Annotation
b1063,No Annotation,yceb,putative lipid-binding lipoprotein YceB,component,membrane,No Annotation,No Annotation
b1063,No Annotation,yceb,putative lipid-binding lipoprotein YceB,function,No Ontology,No Annotation,No Annotation
b1088,R,yced,DUF177 domain-containing protein YceD,process,ribosome biogenesis,Poorly Characterized,General function prediction only
b1088,R,yced,DUF177 domain-containing protein YceD,component,cytosol,Poorly Characterized,General function prediction only
b1088,R,yced,DUF177 domain-containing protein YceD,function,No Ontology,Poorly Characterized,General function prediction only
b1087,D,ycef,m<sup>7</sup>GTP pyrophosphatase,process,nucleotide metabolic process,Cellular Processes and Signaling,"Cell cycle control, cell division, chromosome partitioning"
b1087,D,ycef,m<sup>7</sup>GTP pyrophosphatase,component,cytosol,Cellular Processes and Signaling,"Cell cycle control, cell division, chromosome partitioning"
b1087,D,ycef,m<sup>7</sup>GTP pyrophosphatase,component,cytoplasm,Cellular Processes and Signaling,"Cell cycle control, cell division, chromosome partitioning"
b1087,D,ycef,m<sup>7</sup>GTP pyrophosphatase,function,hydrolase activity,Cellular Processes and Signaling,"Cell cycle control, cell division, chromosome partitioning"
b1087,D,ycef,m<sup>7</sup>GTP pyrophosphatase,function,pyrophosphatase activity,Cellular Processes and Signaling,"Cell cycle control, cell division, chromosome partitioning"
b1087,D,ycef,m<sup>7</sup>GTP pyrophosphatase,function,nucleoside-triphosphate diphosphatase activity,Cellular Processes and Signaling,"Cell cycle control, cell division, chromosome partitioning"
b1067,S,yceh,DUF480 domain-containing protein YceH,process,No Ontology,Poorly Characterized,Function unknown
b1067,S,yceh,DUF480 domain-containing protein YceH,component,cytosol,Poorly Characterized,Function unknown
b1067,S,yceh,DUF480 domain-containing protein YceH,function,No Ontology,Poorly Characterized,Function unknown
b1056,S,ycei,protein YceI,process,No Ontology,Poorly Characterized,Function unknown
b1056,S,ycei,protein YceI,component,outer membrane-bounded periplasmic space,Poorly Characterized,Function unknown
b1056,S,ycei,protein YceI,component,periplasmic space,Poorly Characterized,Function unknown
b1056,S,ycei,protein YceI,function,No Ontology,Poorly Characterized,Function unknown
b1057,C,ycej,putative cytochrome b561 YceJ,process,oxidation-reduction process,Metabolism,Energy production and conversion
b1057,C,ycej,putative cytochrome b561 YceJ,process,respiratory electron transport chain,Metabolism,Energy production and conversion
b1057,C,ycej,putative cytochrome b561 YceJ,component,plasma membrane,Metabolism,Energy production and conversion
b1057,C,ycej,putative cytochrome b561 YceJ,component,integral component of membrane,Metabolism,Energy production and conversion
b1057,C,ycej,putative cytochrome b561 YceJ,component,membrane,Metabolism,Energy production and conversion
b1057,C,ycej,putative cytochrome b561 YceJ,function,heme binding,Metabolism,Energy production and conversion
b1057,C,ycej,putative cytochrome b561 YceJ,function,electron transfer activity,Metabolism,Energy production and conversion
b1057,C,ycej,putative cytochrome b561 YceJ,function,metal ion binding,Metabolism,Energy production and conversion
b1050,R,ycek,DUF1375 domain-containing lipoprotein YceK,process,cellular response to DNA damage stimulus,Poorly Characterized,General function prediction only
b1050,R,ycek,DUF1375 domain-containing lipoprotein YceK,component,intrinsic component of periplasmic side of cell outer membrane,Poorly Characterized,General function prediction only
b1050,R,ycek,DUF1375 domain-containing lipoprotein YceK,function,No Ontology,Poorly Characterized,General function prediction only
b1068,No Annotation,ycem,putative oxidoreductase YceM,process,oxidation-reduction process,No Annotation,No Annotation
b1068,No Annotation,ycem,putative oxidoreductase YceM,component,cytosol,No Annotation,No Annotation
b1068,No Annotation,ycem,putative oxidoreductase YceM,function,oxidoreductase activity,No Annotation,No Annotation
b1058,No Annotation,yceo,DUF2770 domain-containing protein YceO,process,response to acidic pH,No Annotation,No Annotation
b1058,No Annotation,yceo,DUF2770 domain-containing protein YceO,process,biofilm formation,No Annotation,No Annotation
b1058,No Annotation,yceo,DUF2770 domain-containing protein YceO,component,integral component of plasma membrane,No Annotation,No Annotation
b1058,No Annotation,yceo,DUF2770 domain-containing protein YceO,function,No Ontology,No Annotation,No Annotation
b1085,No Annotation,yceq,DUF2655 domain-containing protein YceQ,process,No Ontology,No Annotation,No Annotation
b1085,No Annotation,yceq,DUF2655 domain-containing protein YceQ,component,No Ontology,No Annotation,No Annotation
b1085,No Annotation,yceq,DUF2655 domain-containing protein YceQ,function,No Ontology,No Annotation,No Annotation
b1100,L,ycfh,putative metal-dependent hydrolase YcfH,process,DNA metabolic process,Information Storage and Processing,"Replication, recombination and repair"
b1100,L,ycfh,putative metal-dependent hydrolase YcfH,component,cytosol,Information Storage and Processing,"Replication, recombination and repair"
b1100,L,ycfh,putative metal-dependent hydrolase YcfH,function,protein binding,Information Storage and Processing,"Replication, recombination and repair"
b1100,L,ycfh,putative metal-dependent hydrolase YcfH,function,"hydrolase activity, acting on ester bonds",Information Storage and Processing,"Replication, recombination and repair"
b1100,L,ycfh,putative metal-dependent hydrolase YcfH,function,deoxyribonuclease activity,Information Storage and Processing,"Replication, recombination and repair"
b1100,L,ycfh,putative metal-dependent hydrolase YcfH,function,"endodeoxyribonuclease activity, producing 5'-phosphomonoesters",Information Storage and Processing,"Replication, recombination and repair"
b1100,L,ycfh,putative metal-dependent hydrolase YcfH,function,metal ion binding,Information Storage and Processing,"Replication, recombination and repair"
b1100,L,ycfh,putative metal-dependent hydrolase YcfH,function,hydrolase activity,Information Storage and Processing,"Replication, recombination and repair"
b1110,S,ycfj,PF05433 family protein YcfJ,process,regulation of single-species biofilm formation,Poorly Characterized,Function unknown
b1110,S,ycfj,PF05433 family protein YcfJ,component,integral component of plasma membrane,Poorly Characterized,Function unknown
b1110,S,ycfj,PF05433 family protein YcfJ,component,outer membrane,Poorly Characterized,Function unknown
b1110,S,ycfj,PF05433 family protein YcfJ,component,integral component of membrane,Poorly Characterized,Function unknown
b1110,S,ycfj,PF05433 family protein YcfJ,component,membrane,Poorly Characterized,Function unknown
b1110,S,ycfj,PF05433 family protein YcfJ,function,No Ontology,Poorly Characterized,Function unknown
b1154,No Annotation,ycfk,e14 prophage; protein StfP,process,No Ontology,No Annotation,No Annotation
b1154,No Annotation,ycfk,e14 prophage; protein StfP,component,No Ontology,No Annotation,No Annotation
b1154,No Annotation,ycfk,e14 prophage; protein StfP,function,No Ontology,No Annotation,No Annotation
b1104,R,ycfl,DUF1425 domain-containing protein YcfL,process,cellular response to DNA damage stimulus,Poorly Characterized,General function prediction only
b1104,R,ycfl,DUF1425 domain-containing protein YcfL,component,No Ontology,Poorly Characterized,General function prediction only
b1104,R,ycfl,DUF1425 domain-containing protein YcfL,function,No Ontology,Poorly Characterized,General function prediction only
b1108,R,ycfp,UPF0227 protein YcfP,process,No Ontology,Poorly Characterized,General function prediction only
b1108,R,ycfp,UPF0227 protein YcfP,component,cytosol,Poorly Characterized,General function prediction only
b1108,R,ycfp,UPF0227 protein YcfP,function,protein binding,Poorly Characterized,General function prediction only
b1115,S,ycft,inner membrane protein YcfT,process,No Ontology,Poorly Characterized,Function unknown
b1115,S,ycft,inner membrane protein YcfT,component,plasma membrane,Poorly Characterized,Function unknown
b1115,S,ycft,inner membrane protein YcfT,component,integral component of membrane,Poorly Characterized,Function unknown
b1115,S,ycft,inner membrane protein YcfT,component,membrane,Poorly Characterized,Function unknown
b1115,S,ycft,inner membrane protein YcfT,function,"transferase activity, transferring acyl groups other than amino-acyl groups",Poorly Characterized,Function unknown
b1121,No Annotation,ycfz,putative inner membrane protein,process,No Ontology,No Annotation,No Annotation
b1121,No Annotation,ycfz,putative inner membrane protein,component,plasma membrane,No Annotation,No Annotation
b1121,No Annotation,ycfz,putative inner membrane protein,component,integral component of membrane,No Annotation,No Annotation
b1121,No Annotation,ycfz,putative inner membrane protein,component,membrane,No Annotation,No Annotation
b1121,No Annotation,ycfz,putative inner membrane protein,function,No Ontology,No Annotation,No Annotation
b1188,S,ycgb,PF04293 family protein YcgB,process,cellular response to DNA damage stimulus,Poorly Characterized,Function unknown
b1188,S,ycgb,PF04293 family protein YcgB,component,cytosol,Poorly Characterized,Function unknown
