name,gene_product,complex_annotation,localization,go_terms,localization_group
tsr,methyl-accepting chemotaxis protein Tsr,chemotaxis signaling complex - serine sensing,IM,GO:0048870; GO:0043113; GO:0042803; GO:0032110; GO:0016021; GO:0016020; GO:0009593; GO:0007172; GO:0007165; GO:0006935; GO:0005887; GO:0005886; GO:0005515; GO:0004888; GO:0050920; GO:0051260; GO:0071230; GO:0098561; GO:1902021,envelope
tsr,methyl-accepting chemotaxis protein Tsr,Tsr<SUP>gln</SUP>,IM,GO:0048870; GO:0043113; GO:0042803; GO:0032110; GO:0016021; GO:0016020; GO:0009593; GO:0007172; GO:0007165; GO:0006935; GO:0005887; GO:0005886; GO:0005515; GO:0004888; GO:0050920; GO:0051260; GO:0071230; GO:0098561; GO:1902021,envelope
tsr,methyl-accepting chemotaxis protein Tsr,Tsr<SUP>glu</SUP>,IM,GO:0048870; GO:0043113; GO:0042803; GO:0032110; GO:0016021; GO:0016020; GO:0009593; GO:0007172; GO:0007165; GO:0006935; GO:0005887; GO:0005886; GO:0005515; GO:0004888; GO:0050920; GO:0051260; GO:0071230; GO:0098561; GO:1902021,envelope
tsr,methyl-accepting chemotaxis protein Tsr,Tsr<SUP>glu-Me</SUP>,IM,GO:0048870; GO:0043113; GO:0042803; GO:0032110; GO:0016021; GO:0016020; GO:0009593; GO:0007172; GO:0007165; GO:0006935; GO:0005887; GO:0005886; GO:0005515; GO:0004888; GO:0050920; GO:0051260; GO:0071230; GO:0098561; GO:1902021,envelope
tsx,nucleoside-specific channel-forming protein Tsx,nucleoside-specific channel-forming protein Tsx,OM,GO:1901642; GO:0055085; GO:0016021; GO:0016020; GO:0015288; GO:0005337; GO:0015858; GO:0015471; GO:0046930; GO:0046718; GO:0006811; GO:0009279,envelope
ubib,ubiquinone biosynthesis protein UbiB,ubiquinone biosynthesis protein UbiB,IM,GO:0010795; GO:0006468; GO:0004672; GO:0016740; GO:0016310; GO:0016301; GO:0005524; GO:0000166; GO:0005886; GO:0016021; GO:0016020; GO:0006744,envelope
ubid,3-octaprenyl-4-hydroxybenzoate decarboxylase,3-octaprenyl-4-hydroxybenzoate decarboxylase,IM,GO:0034214; GO:0030145; GO:0032150; GO:0048037; GO:0046872; GO:0005829; GO:0016831; GO:0016829; GO:0042802; GO:0005886; GO:0016020; GO:0008694; GO:0006744,envelope
ugpb,sn-glycerol 3-phosphate ABC transporter periplasmic binding protein,<i>sn</i>-glycerol 3-phosphate / glycerophosphodiester ABC transporter,PE,GO:0055085; GO:0001407; GO:0030288; GO:0015794; GO:0042597,envelope
usha,5'-nucleotidase / UDP-sugar hydrolase,5'-nucleotidase / UDP-sugar hydrolase,PE,GO:0016311; GO:0042597; GO:0016788; GO:0016787; GO:0030288; GO:0046872; GO:0009166; GO:0000166; GO:0008253; GO:0008768,envelope
waaa,KDO transferase,KDO transferase,IM,GO:0005887; GO:0009103; GO:0009244; GO:0036104; GO:0005886; GO:0016740; GO:0016021; GO:0016020; GO:0009245,envelope
wzzb,regulator of length of O-antigen component of lipopolysaccharide chains,Enterobacterial Common Antigen Biosynthesis Protein Complex,IM,GO:0018108; GO:0004713; GO:0005886; GO:0016021; GO:0016020; GO:0009103,envelope
wzze,enterobacterial common antigen polysaccharide co-polymerase,enterobacterial common antigen polysaccharide co-polymerase,IM,GO:0018108; GO:0005887; GO:0004713; GO:0005886; GO:0016021; GO:0016020; GO:0009103; GO:0009246,envelope
xanp,YICE-MONOMER,YICE-MONOMER,IM,GO:0022857; GO:0016021; GO:0016020; GO:0005886; GO:0055085; GO:0042906; GO:0042907; GO:0005887,envelope
xylf,xylose ABC transporter periplasmic binding protein,xylose ABC transporter,PE,GO:0042732; GO:0008643; GO:0030288; GO:0042597; GO:0048029; GO:0015752; GO:0015753,envelope
yacc,putative lipoprotein YacC,putative lipoprotein YacC,PE,no ontology,envelope
yagu,inner membrane protein that contributes to acid resistance,inner membrane protein that contributes to acid resistance,IM,GO:0005886; GO:0010447; GO:0016021; GO:0016020,envelope
yaho,DUF1471 domain-containing protein YahO,DUF1471 domain-containing protein YahO,PE,GO:0009314; GO:0042597,envelope
yaiw,surface-exposed outer membrane lipoprotein,surface-exposed outer membrane lipoprotein,LPO,GO:0005829; GO:1901652; GO:0031240; GO:0006351,envelope
yajc,Sec translocon accessory complex subunit YajC,Sec Holo-Translocon,IM,GO:0005515; GO:0015031; GO:0016021; GO:0016020; GO:0005886; GO:0005887; GO:0031522,envelope
yajc,Sec translocon accessory complex subunit YajC,Sec translocon accessory complex,IM,GO:0005515; GO:0015031; GO:0016021; GO:0016020; GO:0005886; GO:0005887; GO:0031522,envelope
yajg,putative lipoprotein YajG,putative lipoprotein YajG,LPO,GO:0005886; GO:0016020,envelope
ybay,PF09619 family lipoprotein YbaY,PF09619 family lipoprotein YbaY,LPO,GO:0005515; GO:0030288; GO:0005886; GO:0016020,envelope
ybgs,PF13985 family protein YbgS,PF13985 family protein YbgS,PE,no ontology,envelope
ybhc,outer membrane lipoprotein YhbC,outer membrane lipoprotein YhbC,LPO,GO:0016020; GO:0042545; GO:0030599; GO:0045330; GO:0016787; GO:0009279,envelope
ybhg,HlyD_D23 family protein YbhG,HlyD_D23 family protein YbhG,IM,GO:0006810; GO:0046677; GO:0005886; GO:0042597,envelope
ybhl,Bax1-I family protein YbhL,Bax1-I family protein YbhL,IM,GO:0005886; GO:0016021; GO:0016020,envelope
ybjp,DUF3828 domain-containing lipoprotein YbjP,DUF3828 domain-containing lipoprotein YbjP,LPO,GO:0005886; GO:0016020,envelope
yccf,PF03733 family inner membrane protein YccF,PF03733 family inner membrane protein YccF,IM,GO:0005886; GO:0016021; GO:0016020,envelope
ycei,protein YceI,protein YceI,PE,GO:0030288; GO:0042597,envelope
ycjf,DUF697 domain-containing inner membrane protein YcjF,DUF697 domain-containing inner membrane protein YcjF,IM,GO:0005886; GO:0016021; GO:0016020,envelope
ydcl,DUF3313 domain-containing lipoprotein YdcL,DUF3313 domain-containing lipoprotein YdcL,LPO,GO:0030288; GO:0005886; GO:0016020,envelope
yddb,putative TonB-dependent receptor,putative TonB-dependent receptor,OM,GO:0009279,envelope
yden,putative sulfatase YdeN,putative sulfatase YdeN,PE,GO:0004065; GO:0030288; GO:0008484; GO:0003824; GO:0046872; GO:0016787,envelope
ydgh,DUF1471 domain-containing protein YdgH,DUF1471 domain-containing protein YdgH,PE,no ontology,envelope
yeay,Slp family lipoprotein YeaY,Slp family lipoprotein YeaY,LPO,GO:0019867; GO:0005886; GO:0016020,envelope
yebe,DUF533 domain-containing inner membrane protein YebE,DUF533 domain-containing inner membrane protein YebE,IM,GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
yebo,uncharacterized protein YebO,uncharacterized protein YebO,IM,GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
yeja,putative oligopeptide ABC transporter periplasmic binding protein YejA,putative oligopeptide ABC transporter,PE,GO:1904680; GO:0043190; GO:0006857; GO:0055085; GO:0030288; GO:0042884,envelope
yfaz,putative porin YfaZ,putative porin YfaZ,OM,GO:0016020; GO:0009279,envelope
yfdh,CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase,CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase,IM,GO:0005515; GO:0005886; GO:0016757; GO:0016740; GO:0016021; GO:0016020,envelope
yfey,DUF1131 domain-containing lipoprotein YfeY,DUF1131 domain-containing lipoprotein YfeY,LPO,no ontology,envelope
yfgm,ancillary SecYEG translocon subunit,ancillary SecYEG translocon subunit,IM,GO:0005515; GO:0044877; GO:0016021; GO:0016020; GO:0032991; GO:0071575,envelope
yfhm,&alpha;2-macroglobulin,&alpha;2-macroglobulin,LPI,GO:0030414; GO:0010466; GO:0005615; GO:0042803; GO:0031362; GO:0010951; GO:0016020; GO:0005886; GO:0004866,envelope
ygdi,DUF903 domain-containing lipoprotein YgdI,DUF903 domain-containing lipoprotein YgdI,LPO,GO:0030288; GO:0005886; GO:0016020,envelope
ygge,uncharacterized protein YggE,uncharacterized protein YggE,PE,GO:0030288; GO:0071575; GO:0042802; GO:0034605; GO:0006974; GO:0034614,envelope
yggn,putative EcfF,putative EcfF,PE,GO:0042710,envelope
yghj,putative lipoprotein YghJ,putative lipoprotein YghJ,LPI,GO:0005886; GO:0016020,envelope
ygib,DUF1190 domain-containing protein YgiB,DUF1190 domain-containing protein YgiB,OM,GO:0009279; GO:0042710,envelope
ygim,putative signal transduction protein (SH3 domain),putative signal transduction protein (SH3 domain),IM,GO:0005829; GO:0016021; GO:0016020; GO:0005887,envelope
ygiw,BOF family protein YgiW,BOF family protein YgiW,PE,GO:0030288; GO:0071276; GO:0070301; GO:0044011; GO:0042597,envelope
yhcb,DUF1043 domain-containing protein YhcB,DUF1043 domain-containing protein YhcB,IM,GO:0005829; GO:0016021; GO:0016020; GO:0005887; GO:0005886,envelope
yhii,putative membrane fusion protein YhiI,putative membrane fusion protein YhiI,IM,GO:0005887; GO:0005886,envelope
yhje,putative transporter YhjE,putative transporter YhjE,IM,GO:0055085; GO:0022857; GO:0005886; GO:0016021; GO:0016020,envelope
yhjj,peptidase M16 family protein YhjJ,peptidase M16 family protein YhjJ,PE,GO:0046872; GO:0003824; GO:0042597; GO:0016787; GO:0008237; GO:0008233; GO:0006508,envelope
yiad,PF13488 family lipoprotein YiaD,PF13488 family lipoprotein YiaD,IM,GO:0005886; GO:0016021; GO:0016020; GO:0009279,envelope
yiaf,DUF3053 domain-containing protein YiaF,DUF3053 domain-containing protein YiaF,LPI,GO:0044764,envelope
yidc,membrane protein insertase YidC,Sec Holo-Translocon,IM,GO:0065003; GO:0031522; GO:0005887; GO:0016020; GO:0015031; GO:0032977; GO:0005515; GO:0005886; GO:0051205; GO:0016021; GO:0006457,envelope
yidc,membrane protein insertase YidC,Sec translocon accessory complex,IM,GO:0065003; GO:0031522; GO:0005887; GO:0016020; GO:0015031; GO:0032977; GO:0005515; GO:0005886; GO:0051205; GO:0016021; GO:0006457,envelope
yifl,putative lipoprotein YifL,putative lipoprotein YifL,LPO,GO:0005886; GO:0016020,envelope
yiiq,DUF1454 domain-containing protein YiiQ,DUF1454 domain-containing protein YiiQ,PE,no ontology,envelope
yjah,DUF1481 domain-containing protein YjaH,DUF1481 domain-containing protein YjaH,LPO,no ontology,envelope
yjch,DUF485 domain-containing inner membrane protein YjcH,DUF485 domain-containing inner membrane protein YjcH,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yjei,DUF4156 domain-containing lipoprotein YjeI,DUF4156 domain-containing lipoprotein YjeI,LPO,GO:0006974,envelope
yjja,DUF2501 domain-containing protein YjjA,DUF2501 domain-containing protein YjjA,PE,GO:0005829,envelope
ymgd,PF16456 family protein YmgD,PF16456 family protein YmgD,PE,GO:0030288,envelope
yncd,putative TonB-dependent outer membrane receptor,putative TonB-dependent outer membrane receptor,OM,GO:0044718; GO:0042931; GO:0042930; GO:0038023; GO:0033214; GO:0031230; GO:0015685; GO:0015344; GO:0005623; GO:0015891; GO:0016021; GO:0016020; GO:0009279,envelope
ynce,PQQ-like domain-containing protein YncE,PQQ-like domain-containing protein YncE,PE,GO:0003677; GO:0030288,envelope
ynfb,DUF1283 domain-containing protein YnfB,DUF1283 domain-containing protein YnfB,OM,GO:0005515; GO:0009279,envelope
ynfd,DUF1161 domain-containing protein YnfD,DUF1161 domain-containing protein YnfD,PE,no ontology,envelope
ynjb,putative ABC transporter periplasmic binding protein YnjB,"putative transport complex, ABC superfamily",PE,GO:0006810,envelope
ynje,molybdopterin synthase sulfurtransferase,molybdopterin synthase sulfurtransferase,PE,GO:0019346; GO:0016740; GO:0042597; GO:0016783; GO:0004792,envelope
ynjh,DUF1496 domain-containing protein YnjH,DUF1496 domain-containing protein YnjH,PE,no ontology,envelope
yqjc,DUF1090 domain-containing protein YqjC,DUF1090 domain-containing protein YqjC,PE,no ontology,envelope
yqjd,ribosome- and membrane-associated DUF883 domain-containing protein YqjD,ribosome- and membrane-associated DUF883 domain-containing protein YqjD,IM,GO:0043022; GO:0005515; GO:0016020; GO:0005886; GO:0016021; GO:0043024; GO:0060187,envelope
yrap,divisome-associated lipoprotein YraP,divisome-associated lipoprotein YraP,PE,GO:0030288; GO:0006970; GO:0042597; GO:0009279; GO:0032153,envelope
ytfq,galactofuranose ABC transporter periplasmic binding protein,galactofuranose ABC transporter,PE,GO:0030288; GO:0015757; GO:0005534; GO:0042597,envelope
zint,metal-binding protein ZinT,metal-binding protein ZinT,PE,GO:0005623; GO:0006882; GO:0070301; GO:0071276; GO:0046872; GO:0042597; GO:0005829; GO:0008270; GO:0034224; GO:0030288; GO:0046870; GO:0005737,envelope
zipa,cell division protein ZipA,cell division protein ZipA,IM,GO:0043093; GO:0090529; GO:0032153; GO:0016021; GO:0016020; GO:0005886; GO:0051301; GO:0042803; GO:0005887; GO:0007049; GO:0005515; GO:0000917,envelope
znua,Zn2+ ABC transporter periplasmic binding protein,Zn<sup>2+</sup> ABC transporter,PE,GO:0008270; GO:0030001; GO:0007155; GO:0046872; GO:0042597; GO:0006829; GO:0006811,envelope
aaea,aromatic carboxylic acid efflux pump membrane fusion protein,aromatic carboxylic acid efflux pump,IM,GO:0022857; GO:0046942; GO:0055085; GO:0005886; GO:0016021; GO:0016020,envelope
aaeb,aromatic carboxylic acid efflux pump subunit AaeB,aromatic carboxylic acid efflux pump,IM,GO:0055085; GO:0022857; GO:0046942; GO:0005886; GO:0016021; GO:0016020,envelope
aas,fused 2-acylglycerophospho-ethanolamine acyltransferase/acyl-acyl carrier protein synthetase,fused 2-acylglycerophospho-ethanolamine acyltransferase/acyl-acyl carrier protein synthetase,IM,GO:0016874; GO:0016746; GO:0016740; GO:0016020; GO:0003824; GO:0008654; GO:0008152; GO:0006631; GO:0005886; GO:0016021; GO:0005524; GO:0000166; GO:0008779; GO:0008922,envelope
abgt,p-aminobenzoyl glutamate:H+ symporter,p-aminobenzoyl glutamate:H+ symporter,IM,GO:1902604; GO:0006865; GO:0015291; GO:0015814; GO:0015558; GO:0005886; GO:0016021; GO:0016020,envelope
abrb,putative regulator,putative regulator,IM,GO:0010468; GO:0005886; GO:0016021; GO:0016020,envelope
acrf,multidrug efflux pump RND permease AcrF,multidrug efflux pump AcrEF-TolC,IM,GO:0042908; GO:0055085; GO:0022857; GO:0015562; GO:0005886; GO:0016021; GO:0016020,envelope
adep,adenine:H+ symporter,adenine:H+ symporter,IM,GO:1904823; GO:0015205; GO:0005345; GO:1902600; GO:0022857; GO:0005887; GO:0055085; GO:0015207; GO:0015853; GO:0015295; GO:0005886; GO:0016021; GO:0016020,envelope
adic,arginine:agmatine antiporter,arginine:agmatine antiporter,IM,GO:0055085; GO:0022857; GO:0005623; GO:1903826; GO:0005887; GO:0016020; GO:0006865; GO:0003333; GO:0015181; GO:0005886; GO:0016021; GO:0015297; GO:0051454,envelope
aer,"aerotaxis sensor receptor, flavoprotein","aerotaxis sensor receptor, flavoprotein",IM,GO:0005887; GO:0004888; GO:0006935; GO:0042802; GO:0052131; GO:0005886; GO:0016021; GO:0016020; GO:0007165,envelope
alsb,D-allose ABC transporter periplasmic binding protein,D-allose ABC transporter,PE,GO:0048029; GO:0015754; GO:0030288; GO:0042597; GO:0008643;GO:0045893; GO:0045892; GO:0032993; GO:0006524; GO:0005515; GO:0003677; GO:0042802; GO:0003700; GO:0005829; GO:0043201; GO:0043565; GO:0006355,envelope
alx,putative membrane-bound redox modulator Alx,putative membrane-bound redox modulator Alx,IM,GO:0071467; GO:0016021; GO:0016020; GO:0005886,envelope
amia,N-acetylmuramoyl-L-alanine amidase A,N-acetylmuramoyl-L-alanine amidase A,PE,GO:0030288; GO:0071236; GO:0051301; GO:0008270; GO:0071555; GO:0016787; GO:0009253; GO:0042597; GO:0008745,envelope
amib,N-acetylmuramoyl-L-alanine amidase B,N-acetylmuramoyl-L-alanine amidase B,PE,GO:0030288; GO:0051301; GO:0043093; GO:0071555; GO:0016787; GO:0009253; GO:0042597; GO:0008745,envelope
amid,N-acetylmuramoyl-L-alanine amidase D,N-acetylmuramoyl-L-alanine amidase D,LPO,GO:0009254; GO:0071555; GO:0016787; GO:0046872; GO:0019867; GO:0016020; GO:0009279; GO:0009279; GO:0008270; GO:0009253; GO:0009392; GO:0008745,envelope
ampe,protein AmpE,protein AmpE,IM,GO:0046677; GO:0005887; GO:0016020; GO:0005886; GO:0016021,envelope
ampg,muropeptide:H+ symporter,muropeptide:H+ symporter,IM,GO:1902600; GO:0071555; GO:0015293; GO:0055085; GO:0005886; GO:0016021; GO:0016020; GO:0015835; GO:0015295; GO:0000270,envelope
amph,peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase,peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase,IM,GO:0071555; GO:0030288; GO:0016787; GO:0008233; GO:0016020; GO:0009253; GO:0008360; GO:0006508; GO:0005886; GO:0004180; GO:0004175; GO:0008658,envelope
amtb,ammonia/ammonium transporter,ammonia / ammonium transporter,IM,GO:0019740; GO:0042802; GO:0005515; GO:0016021; GO:0016020; GO:0005886; GO:0072488; GO:0008519; GO:0005887; GO:0015670; GO:0015696; GO:0015292,envelope
ansb,L-asparaginase 2,L-asparaginase 2,PE,GO:0032991; GO:0006530; GO:0042802; GO:0042597; GO:0016787; GO:0006528; GO:0006520; GO:0030288; GO:0004067,envelope
ansp,ANSP-MONOMER,ANSP-MONOMER,IM,GO:0055085; GO:0022857; GO:0005886; GO:0016021; GO:0016020; GO:0006865,envelope
appa,periplasmic phosphoanhydride phosphatase/multiple inositol-polyphosphate phosphatase,periplasmic phosphoanhydride phosphatase/multiple inositol-polyphosphate phosphatase,PE,GO:0008707; GO:0008252; GO:0052745; GO:0050308; GO:0033518; GO:0016311; GO:0016787; GO:0003824; GO:0030288; GO:0008152; GO:0016036; GO:0071454; GO:0042597; GO:0003993,envelope
appb,cytochrome bd-II ubiquinol oxidase subunit II,cytochrome <i>bd</i>-II ubiquinol oxidase,IM,GO:0055114; GO:0016020; GO:0046872; GO:0006119; GO:0019646; GO:0016682; GO:0070069; GO:0005886; GO:0016021; GO:0009055,envelope
appc,cytochrome bd-II ubiquinol oxidase subunit I,cytochrome <i>bd</i>-II ubiquinol oxidase,IM,GO:0020037; GO:0055114; GO:0046872; GO:0006119; GO:0019646; GO:0009055; GO:0016682; GO:0070069; GO:0005886; GO:0016021; GO:0016020,envelope
aqpz,water channel AqpZ,water channel AqpZ,IM,GO:0005623; GO:0015267; GO:0005515; GO:0042802; GO:0005887; GO:0016020; GO:0055085; GO:0005886; GO:0016021; GO:0015250; GO:0006833; GO:0009992; GO:0006970,envelope
arae,arabinose:H+ symporter,arabinose:H+ symporter,IM,GO:1902600; GO:0005351; GO:0022857; GO:0016021; GO:0016020; GO:0008643; GO:0005886; GO:0055085; GO:0042882; GO:0015147; GO:0015756; GO:0015150; GO:0005887; GO:0015293,envelope
araf,arabinose ABC transporter periplasmic binding protein,arabinose ABC transporter,PE,GO:0048029; GO:0042882; GO:0030288; GO:0042597; GO:0008643; GO:0015407,envelope
arah,arabinose ABC transporter membrane subunit,arabinose ABC transporter,IM,GO:0055085; GO:0022857; GO:0055052; GO:0015147; GO:0016020; GO:0008643; GO:0015751; GO:0005886; GO:0016021,envelope
araj,putative transport protein AraJ,putative transport protein AraJ,IM,GO:0055085; GO:0005886; GO:0016021; GO:0016020,envelope
argo,L-arginine exporter,L-arginine exporter,IM,GO:0015809; GO:1903826; GO:1902023; GO:0005887; GO:0006865; GO:0015181; GO:0005886; GO:0016021; GO:0016020,envelope
arnc,G7167-MONOMER,G7167-MONOMER,IM,GO:0099621; GO:0016740; GO:0006629; GO:0036108; GO:0005886; GO:0046677; GO:0016780; GO:0016757; GO:0016021; GO:0016020; GO:0009245; GO:0009103,envelope
arnf,undecaprenyl-phosphate-&alpha;-L-Ara4N flippase - ArnF subunit,undecaprenyl-phosphate-&alpha;-L-Ara4N flippase,IM,GO:0055085; GO:0022857; GO:0005887; GO:1901505; GO:1901264; GO:0006629; GO:0009245; GO:0009103; GO:0005886; GO:0010041; GO:0016021; GO:0016020,envelope
arnt,G7170-MONOMER,G7170-MONOMER,IM,GO:0103015; GO:0097502; GO:0016757; GO:0016740; GO:0006629; GO:0006493; GO:0000030; GO:0005886; GO:0016763; GO:0010041; GO:0016021; GO:0016020; GO:0009103; GO:0009245,envelope
arop,aromatic amino acid:H+ symporter AroP,aromatic amino acid:H+ symporter AroP,IM,GO:0055085; GO:0022857; GO:0016021; GO:0016020; GO:0006865; GO:0005886; GO:0015823; GO:0015827; GO:0015828; GO:0015192; GO:0015196; GO:0005302; GO:0005887,envelope
arsb,arsenite/antimonite:H+ antiporter,arsenite/antimonite:H<sup>+</sup> antiporter,IM,GO:0016021; GO:0016020; GO:0015105; GO:0005886; GO:0005887; GO:0046685; GO:0042960; GO:0008490; GO:0015699; GO:0015700,envelope
artm,L-arginine ABC transporter membrane subunit ArtM,L-arginine ABC transporter,IM,GO:0071705; GO:0055085; GO:0043190; GO:0022857; GO:0055052; GO:0005887; GO:0097638; GO:0006865; GO:0005886; GO:0016021; GO:0016020,envelope
artm,L-arginine ABC transporter membrane subunit ArtM,putative ABC transporter ArtPQMI,IM,GO:0071705; GO:0055085; GO:0043190; GO:0022857; GO:0055052; GO:0005887; GO:0097638; GO:0006865; GO:0005886; GO:0016021; GO:0016020,envelope
asla,putative sulfatase AslA,putative sulfatase AslA,PE,GO:0004065; GO:0030288; GO:0008484; GO:0003824; GO:0046872; GO:0042597; GO:0016787,envelope
